b'Never Forget. https://t.co/teBbRzVDv8 https://t.co/xx83hOj8dm',2
b'Keeping an eye on TS #Hermine. Latest info available at https://t.co/oJR1JwzHCM and https://t.co/17rBPHZiPG.',2
b'Taking a look back in #RollCall. https://t.co/ITVKvJRx6u',2
"b'With new school year underway, #LibraryofCongress a great\nresource for students and teachers. https://t.co/DlediMbtD6'",2
b'Staff at Naval Station Mayport Athletic and Training Facility show of state-of-the-art complex. #USNavy https://t.co/UVgf7aku67',2
b'Ryan Murphy grabs gold a second time! Great push to win in 200 meter backstroke. #Rio2016 #FirstCoastIsProud @ryan_f_murphy',2
b'Congrats Ryan Murphy on Olympic record gold in 100 meter backstroke! #JAXpride #Rio2016 #hardworkpaysoff @ryan_f_murphy',2
"b'Florida in bullseye of emerging public health threat, deserves every possible piece of funding to combat #Zika. https://t.co/m4HJDSw5OS'",2
b'. @NDSS Bringing #ABLEact home. Celebrated ABLE United in JAX. Opening doors for disabled. https://t.co/GC30N2JT6O https://t.co/JlPOLKPrfQ',2
b'. @USNavy Back Naval Station Mayport as East Coast forward operating base for MQ-4C TRITON. https://t.co/VEOccJIyLg',2
"b'America stands with France as it mourns the innocent,\npeaceful lives lost to another round of devastating terrorism. #PrayForNice'",2
"b'.@ NDSS Thx for honor. Team effort from leaders like President @Sarahartweir help so many, made #ABLEAct reality. https://t.co/fm3QNPk5eV'",2
b'Proud supporter of #SOPRA. Reaffirms separation of powers in our government. https://t.co/uaT5SWEzwr',2
"b'Kind words from @GOPLeader! Privilege to lead fight on #ABLEact law, Financial Services Approps bill. https://t.co/9e4PB3cNI3'",2
b'One of many reasons bill advances - \xe2\x80\x9cWe\xe2\x80\x99re getting a handle on the out-of-control spending.\xe2\x80\x9d #HouseAppropriationsGOP https://t.co/0ad0rEWydi',2
"b'Condemning horrific #Dallas police murders. Praying for brave lives lost to senseless violence, hoping for swift recovery of injured.'",2
b'Led FY 2017 Financial Services Approps Act to passage in House tonight. Cap Hill held accountable to taxpayers.https://t.co/V5iyHxVHQC',2
"b'. @USNavy @GW_CVN73 Remembering those who protect us 24/7, around globe. Thank you for your devotion to freedom! https://t.co/aFLh4wMMFL'",2
b'Another great swim from Ryan Murphy. #JAXproud #Riowaits',2
"b'#Istanbulattack strengthens resolve to protect America\xe2\x80\x99s\nnational security, destroy terrorism wherever the source.'",2
"b'Ryan Murphy, Bolles School graduate, makes Olympic swim team with backstroke win. Congratulations! On to #Rio2016'",2
"b""Thanks for stopping by Jacob! I'm with you on the #ACEKidsAct  #SpeakNowforKids https://t.co/RYsyrMoeHE""",2
"b'Never doubted Shyla Blackmon, Jelisa\nJackson would \xe2\x80\x9cget the gold.\xe2\x80\x9d #CongressionalAward https://t.co/XKbdD4l3fv https://t.co/7vw75Se8hA'",2
b'FY 2017 Defense Appropriations Bill put #nationalsecurity first. Nothing\nmore important. https://t.co/arDuyMqX9Y',2
b'Just voted to advance #counterterrorism bills. Vigilance is watchword in high-terror environment we live in. https://t.co/kJcixTBV4o',2
"b'On the 100th anniversary of #FlagDay, standing strong for freedom, against hatred and terrorism. https://t.co/iywMTZQbKr'",2
b'https://t.co/whng1OOGIj',2
"b'. @FLGovScott, @FBI No matter the source, we will not let guard down against terrorism, hatred. #Orlando https://t.co/5Lr2iqPzId'",2
"b'This morning, thoughts and prayers are with families, friends, loved ones of Orlando shooting victims.'",2
b'No time to waste in setting Puerto Rico on path to economic\nstability. Voted yes on #PROMESA https://t.co/7dKtrB1ToN',2
b'. @cathymcmorris @greggharper Huddling for another #ABLEact style win \n #ABLE2Work  https://t.co/h7uFs4rRcM https://t.co/1AFjRaoXYC',2
"b'FY 2017 FSGG Appropriations bill makes effective use\nof taxpayer dollars, moves ahead. https://t.co/qj2ieRPO94 https://t.co/WpTSzJRTNA'",2
"b""One of Jacksonville's finest, Lt. Col. Sharlene Pigg. Thanks for your service. Best wishes on your retirement!  https://t.co/jpMZNom2UF""",2
b'Staying strong national security. Urging Defense of Department to house F-35s at JAX ANG with 125th Fighter Wing. https://t.co/OAIJ6lyqRU',2
b'#Hurricaneseason starts today. Are you ready? Prepare. Plan. Stay Informed at https://t.co/JTzVK1t1Og',2
"b'On #MemorialDay, never forget America\xe2\x80\x99s greatness drawn from blood, sacrifice of heroes who have passed, those who protect us today.'",2
"b'. @JaxChamber serving First Coast well! Visiting with JAX Chamber leaders, @RepTedYoho during group\xe2\x80\x99s DC fly-in. https://t.co/382PawaTDb'",2
b'. @NRFNews Thanks for \xe2\x80\x9cHero of Main Street\xe2\x80\x9d honors. On your side\nwhen it comes to policies to grow retail. https://t.co/TObwDqZyiB',2
"b'JAX at #NavalAcademy. Congrats on upcoming graduation Kirstin Spann! Great seeing you, your mom Judi, and dad Bill. https://t.co/7sLWEUALSt'",2
"b'Supporting warfighters, veterans on First Coast,beyond. My full statement on H.R. 4974 at https://t.co/GCdfapIOjQ https://t.co/13WRR1ilzf'",2
b'Fran Kinne an inspiration to all! Celebrating her 99 years and counting on Sunday in Jacksonville. https://t.co/kMB6ZR7oCX',2
b'FY 2017 Defense Approps Bill provides military tools it needs to protect national security. No higher priority. https://t.co/epdT2WuMls',2
"b'#NationalPoliceWeek Honoring fallen heroes, saluting the men and women who keep us safe every day. https://t.co/HMeoOsRB0d'",2
"b'Addiction does not care about race, gender, income, political party. Proud to hep advance real solutions to combat growing #opiodepidemic.'",2
"b'. @CCFA Thank you #IBDAdvocates for fighting to improve quality of life, expand treatment options, find cure for #IBD. #IBDinDC'",2
b'Some extremely talented student artists in NE Florida! Congressional Arts competition produced winners all around. https://t.co/yRf3dVsKXm',2
b'NE Florida art students among the best! Honoring them on Saturday in annual competition. https://t.co/3TXD2TPJ2H https://t.co/Aollk9VUjt',2
"b'. @us_navyseals Thoughts and prayers go out to family, friends, loves ones of Navy Seal Charles Keating IV. https://t.co/lzVRH5Wn0L'",2
"b'Happy 40th to FL Small Business Development Center Network! Making balance sheets work, dreams come true. https://t.co/96Qary1N8F'",2
"b'. @CustomsBorder JAX-based CBP efforts help prevent nearly 1,500 lbs of cocaine from hitting streets. Great work! https://t.co/pUwwpTO7lJ'",2
b'Marking #WorldMalariaDay with continued commitment to end #malaria for good. Join the fight. https://t.co/AmZQCbamo4',2
b'. @malarianomore Committed to eradicating #malaria with dedicated team on hand in Capitol ahead of World Malaria Day https://t.co/cUOK8JGKl9',2
b'. @malarianomore Committed to eradicating #malaria with dedicated team on hand in Capitol ahead of World Malaria Day https://t.co/bvRmypcGQh',2
b'. @malarianomore Committed to eradicating #malaria with dedicated team on hand in Capitol ahead of World Malaria Day https://t.co/XlIntyDbzp',2
"b"". @domer1982 @NDSS @sarahartweir Congrats Anne Gerhardt of Ohio for establishing first-ever #ABLE account! Couldn't have done it w/o you!""",2
"b'Enacting #FairTax legislation, sweeping IRS reforms will deliver tax relief that America deserves. https://t.co/oUY5qG6M7M'",2
"b"". @ShipbuildersUSA.Thx Shipbuilders Council of America for Maritime Leadership Award! Key nat'l security partners! https://t.co/Jrk8sEmylc""",2
"b'. @USSHARRYTRUMAN @aircraftcarrier @usnavy Saluting men, women aboard the USS Harry Truman. Fighting for freedom! https://t.co/VPxhJeqro8'",2
"b'Progress is measured in projects completed, lives impacted. I think we made a difference. https://t.co/BEsJu6eIAz https://t.co/V3wSrWrNOq'",2
"b'. @RiponSociety. On doorstep of tax-filing day, underscoring commitment to #FairTax, holding #IRS accountable. https://t.co/nNFMYZCJNh'",2
"b""Background on Congressman Crenshaw's distinguished record of service. https://t.co/fuZOepRLfX""",2
b'Have decided not to seek re-election. Proud of the work we have accomplished for Northeast Florida and the nation. https://t.co/VxvdwEphjd',2
"b'#NDSS Buddy Walk on Cap Hill this week to raise awareness for Down syndrome. Great team, great cause! #BWC2016 #DSWORKS #ABLE2WORK #BWW2016'",2
b'It\xe2\x80\x99s World Health Care Worker\xe2\x80\x99s Week #WHWWeek. Let\xe2\x80\x99s keep the focus on accelerating progress on global health. https://t.co/ksGYUZvCcK',2
b'. @USDOL #fiduciary rule hurts more than it helps. Read my column at https://t.co/mWxHmb0Xdb',2
"b""It's World Health Care Worker Week - a time to recognize the contributions, dedication of so many around the globe. #WHWWeek""",2
"b""Honored to cut ribbon at new USCG, CBP building. Congressional Record  statement on this morning's event at https://t.co/Hx8x8ccOd9""",2
b'Check out April mobile office hours schedule for the Beaches at  https://t.co/0NirOTOb45',2
b'Attention Nassau County residents: Mark your calendars for April Mobile Office Hours. https://t.co/F3zDDzRdbc',2
b'Sixth anniversary of #Obamacare nothing to celebrate. Read my column at https://t.co/IoRAHgpfaH',2
"b'Live out at the Beaches, have questions about federal government, bring to April mobile office hours. See details at https://t.co/6PsE8PzCtJ'",2
"b'At this horrific time, our prayers and solidarity are with #Brussels. We stand side-by-side with allies to defeat terrorism.'",2
b'. @NDSS @autismspeaks @TheArcUS Just joined my colleagues in introducing legislation to expand #ABLE accounts. https://t.co/h7uFs4rRcM',2
"b'. @ACIBC #ActionDays2016 Thanking the firms that support carriers with cutting-edge technology, superb work ethic. https://t.co/GEgtQPTPNP'",2
b'W/ @TomWheelerFCC @AjitPaiFCC RE: FY 2017 budget plan. @FCC has significant work to do https://t.co/MF6u8mFcJ8 https://t.co/3klKGK2iWv',2
b'. @Austal_USA LCS Supplier Day event another great opportunity to support the #ShipoftheFuture #NSMayport #NASJax https://t.co/av2NbuuT3r',2
"b""Mandarin mobile office hours on Wed. Bring\nfed'l govt. questions, concerns to VyStar Credit Union 1 \xe2\x80\x93 4 p.m. https://t.co/bFfmS34jOy""",2
"b'As we mourn the passing of Nancy Reagan, we keep her family and loved ones in our thoughts and prayers.'",2
b'Proud of Northeast Florida @PeaceCorps volunteers. Service recognized during #PeaceCorpsWeek2016. https://t.co/iGd3yD14tt',2
b'. @USNavy Spoke with Sec. Mabus this a.m.. His hearing comments validate need for 52 LCS. https://t.co/dbHA6oQkyL https://t.co/H6gsQwWHJb',2
"b'March mobile office hours for Nassau County begin tomorrow (3/1)\nin Yulee, Fernandina Beach. Full schedule at https://t.co/5Pn63V2If5'",2
b'Encouraging all students interested in attending nation\xe2\x80\x99s service academies to begin application process. Details at https://t.co/oTpBBE3dGJ',2
b'Attn. student artists:  My office accepting artwork for 2016 Congressional Art Competition. https://t.co/x8JOuX2AB2 https://t.co/Qlj2WFZ84b',2
b'. @USNavy Asked Defense Secretaru Ash Carter to explain future LCS level plans at  Defense Approps Subcom hearing. https://t.co/u92h7Iqh7p',2
"b'. @USNavy Questioned DoD Secretary Carter on fleet this a.m. National security requires more ships, including LCS. https://t.co/F2qlHTHDzO'",2
"b'. @JAXPORT Pressed OMB Director Donovan for answers on ports, waterways funding on Cap Hill. https://t.co/ZGo0t3SgzF https://t.co/jeKC7Ezqsr'",2
b'https://t.co/DrqybBEVfm',2
"b'On sudden death of Justice Antonin #Scalia, our thoughts, prayers are with his family and loved ones. His intellect, wisdom will be missed.'",2
"b'. @USNavy Larger, more capable fleet key to national security. Read more at https://t.co/FSkXoXvGxo'",2
"b"".@HouseAppropsGOP @RepHalRogers Tough questions for #IRS Comm. Koskinen RE: FY '17 budget. https://t.co/TetgdDAVy9 https://t.co/XgaKKWMadS""",2
"b'Questions, concerns about #Zika virus? Info at FL. Dept. of Health at https://t.co/gjSLWLbbHm and from CDCl at https://t.co/5qQAnycPbv.'",2
"b'. @usojax @the_USO lifting spirits of our servicemen, women for 75 years. Happy Birthday! https://t.co/K5ewacKBXM https://t.co/HyUOXz6z7d'",2
"b'My vote for Iran Terror Finance Transparency Act helps put teeth in oversight of U.S. economic, trade sanctions. https://t.co/IsXhHnXjpa'",2
b'Just voted to #overridetheveto of  Restoring American\xe2\x80\x99s Healthcare Freedom Reconciliation Act. https://t.co/HlxdWDb7pZ',2
"b"". @ASBDC Cap Hill event spotlights Jacksonville's Green Technologies LLC for innovative fertilizers. Good work! https://t.co/2yNDqrCKlJ""",2
b'. @NDSS @TheArcUS @AutismSpeaks #ABLEAct continues to have positive impact on individuals with disabilities. \nhttps://t.co/czKXtk6CeU',2
"b'.@FairTaxOfficial @FlFairTax  Fairer, simpler tax code means more money in your bank account. Read my TU  https://t.co/cuol2UcAbP'",2
"b'#IRS Free File has saved taxpayers $1.2 b in filing costs. Learn more about program at Jessie duPont Center, 2 p.m. https://t.co/XAyVTTPrYa'",2
"b'Come Learn more about #IRS Free File, Thurs., 2 - 3:30 p.m., Jessie Ball duPont Center, 40 East Adams Street, JAX  https://t.co/XAyVTTPrYa'",2
"b'Join in honoring #MLK strength, compassion, leadership.'",2
"b'#MLK born 87 years ago today. We officially pay tribute to  his legacy on Monday, remember him every day. https://t.co/RHaHDZIspw'",2
b'#LastSOTU more of a \xe2\x80\x98Brag of the Union.\xe2\x80\x99 GOP providing bottom up solutions for #ConfidentAmerica. My thoughts: https://t.co/YmHXoqa4YM',2
"b""Florida's Mario Diaz-Balart delivers GOP response in Spanish. Tune in directly after #LastSofU https://t.co/tTIi2Nimqt""",2
b'Be sure to watch Nikki Haley deliver #GOP reponse to #LastSOTU. #ConfidentAmerica https://t.co/mkO9riFjlE',2
"b'Bill to dismantle #Obamacare #OnHisDesk. My statement on vote to lift Obamacare burden, defund Planned Parenthood.  https://t.co/MhtL89CIfa'",2
"b""My statement on President Obama's executive order on gun control. #SecondAmendment. https://t.co/VkBTrmc8KT""",2
b'Obama gun control plan infringes on #SecondAmendment rights. Overstepping his Constitutional authority.',2
b'https://t.co/YwLcVQFeql',2
b'https://t.co/6xFXe2ogtb',2
"b'#Heisman winner Derrick Henry of #Yulee ""... a respected leader on the football field and in life."" https://t.co/oRq3plGKlW'",2
b'.@NDSS @AutismSpeaks @TheArcUS Sat. marks one-year anniversary of #ABLEact being signed into law. More work ahead! https://t.co/9kgo3MD1dv',2
"b'Funding for key Florida military, forestry, agriculture, environmental, health, judicial projects part of Omnibus.  https://t.co/gN90YbC2bk'",2
"b'Voting this morning to protect national security, provide funding to Naval Station Mayport, NAS JAX. https://t.co/gcpFQHYGYv'",2
b'Floridians win big with permanent sales tax deduction in Protecting Americans from Tax Hikes Act. https://t.co/9llGdkQhtx',2
"b'#Smallbiz deserves common-sense tools to help them grow economy, create jobs. Bill to provide another one advances. https://t.co/0aH0h3NQam'",2
b'Just voted to protect #NationalSecurity by strengthening #VisaWaiverProgram. https://t.co/Vm8gIOfHdM',2
b'Encourage Members who have yet to co-sponsor #FAIRtax legislation (H.R. 25) to get on board! Read more at: https://t.co/OjuCh7okVs',2
b'Honoring the bravery and sacrifice of those who gave their lives at #PearlHarbor 74 years ago today. https://t.co/VEhnGuORR6',2
b'Happy #Hanukkah to all who have gathered together tonight to begin the celebration of the Festival of Lights!',2
"b""#CCFA on trail to making Capitol HIll #IBDAware.  I'm fighting w/ them for future free from #Crohn's and #Colitis. https://t.co/V2xj5Zssjx""",2
b'Dec. 1-7 is #Crohns &amp; #Colitis Awareness Week. Are you #IBDAware? Educate someone today. https://t.co/BpTYj8zCxV',2
